timestamp_ms,satellite_id,temperature_c,battery_percent,status,payload_len,payload_hex
1787253045416,42,17.8341,80,NOMINAL,32,"7d 9c 70 59 e9 02 0c f7 96 b5 33 a9 a2 4d d1 a1 c1 7d 58 47 33 cc 1f 21 8c 01 62 d6 2d fe be c1"
1787253045616,42,20.185,79,NOMINAL,32,"bb ff 41 c6 3b c5 4e e5 b0 d8 33 e8 6c 78 65 94 71 1b 36 02 34 8d 1b a0 3c ae b8 4c 0f d0 b5 c9"
1787253045816,42,22.0612,78,NOMINAL,32,"3e 22 39 ba 90 a1 77 d9 d7 b3 b4 94 f6 cb 00 fc 0f f4 fd 91 14 d0 b3 46 23 bb 78 51 1d 2f 60 13"
1787253046016,42,13.7245,77,NOMINAL,32,"52 84 21 df 14 91 e8 4c de c9 0f a6 f3 90 da 37 0a 16 9f b8 e1 38 4d 29 ee 90 c3 68 dd 23 c7 30"
1787253046216,42,20.6572,76,NOMINAL,32,"00 a6 cb d2 d3 98 8d 64 df 6b c2 79 94 12 21 94 b3 4a 29 c7 d4 33 e9 c9 02 91 cd dc 4a c3 58 40"
1787253046416,42,17.1954,75,NOMINAL,32,"5a f3 b9 02 5d 24 3c 37 20 2d ed 92 16 bc e8 ea 2c 05 53 0d 7e ab 40 e6 07 96 1a 19 cb df a3 68"
1787253046616,42,29.4427,74,NOMINAL,32,"41 8c 02 7f 48 fc 51 14 1c 87 9e ed b8 57 15 ef 83 8e 0c 8c 85 42 3f 47 ef 01 e2 ae b2 a3 89 67"
1787253046816,42,23.4492,73,NOMINAL,32,"61 6f 2c 2e c2 44 36 e4 f8 3e fc 4a 8c ab f3 d2 d5 ed 85 b6 0d ba 6b 1e b6 75 fc 37 da ca b7 61"
1787253047016,42,24.314,72,NOMINAL,32,"70 78 00 d8 80 0b 28 14 38 62 db aa 13 29 cc a1 f3 08 35 d7 98 1b 04 ef e0 6e 2b 7d 54 b0 c4 12"
1787253047216,42,16.9804,71,NOMINAL,32,"e4 28 37 e1 af 92 92 e9 e9 52 00 13 f7 23 8e cb e2 b2 e3 da a0 04 2f 35 d4 c3 80 f2 b2 30 49 02"
1787253047416,42,24.4378,70,NOMINAL,32,"cf 18 45 67 9a 21 59 a4 90 10 cb 9c f9 b0 2b 57 2c 83 21 4e e0 fe 85 e8 b3 ff 25 db e2 a6 72 2b"
1787253047616,42,20.1137,69,NOMINAL,32,"ac 26 3b d2 53 28 9d 00 53 01 31 54 ef 95 5e 2d 8a d0 d2 d3 60 81 73 63 f7 5f da 7a cd 44 6c 7b"
1787253047816,42,19.8674,68,WARNING,32,"1a 5e 35 33 b7 e5 14 b2 33 43 85 0b 25 d1 5d 8b c9 52 56 74 b5 7a 8e 9b db ee 24 6b 5e ae 41 5c"
1787253048016,42,27.0501,67,CRITICAL,32,"a9 0b f5 7e 74 d0 7c 19 43 c3 be 39 cf 46 eb ae b8 44 91 12 66 68 0d b8 6f 2e 09 d7 11 3a 14 2a"
1787253048216,42,26.3968,66,NOMINAL,32,"3a 0b 39 98 1a 94 4d 40 4a 88 8a 4b 2b be 1d 98 21 e0 c6 e1 2c 64 dc fa 79 4b c9 3d a0 2f ea f6"
1787253048416,42,19.3332,65,NOMINAL,32,"0b b2 f2 6d 46 29 cb 2d c5 71 ee 42 f0 f4 2f a0 be dd 46 d3 85 56 5b ff 47 07 da fe 90 8e 73 b0"
1787253048616,42,22.5212,64,NOMINAL,32,"31 46 c2 12 01 03 32 9a 3d 3c 6e 9e b5 77 70 7c e9 70 e1 41 7d 59 86 e3 ae e4 3d 45 18 cb 59 4f"
1787253048816,42,23.1648,63,NOMINAL,32,"8e d7 71 66 d5 e2 ff 4d 51 09 d9 f6 8f a5 d7 27 04 ca 43 ed 82 49 bf 24 15 42 e0 51 c9 28 29 2e"
1787253049016,42,26.6134,62,NOMINAL,32,"c1 cf 04 94 92 39 8e 1e 20 f4 80 c6 96 d2 5c 28 58 11 82 ea e5 59 c7 c2 e8 9e a7 5d 2a 4c 73 5f"
1787253049216,42,31.1109,61,NOMINAL,32,"ce e4 60 ce 86 fc d7 a1 e6 13 a2 59 1a 84 a2 0b d4 a2 7d 45 c6 c1 51 fb 22 19 60 5e df d1 b0 45"
1787253049416,42,27.4344,60,NOMINAL,32,"b6 b1 db 28 39 77 00 f4 90 65 21 a0 ba 1a 50 a7 ff 3c cb 84 97 dd c9 dc 3c 3b 3b d0 94 87 df b7"
1787253049616,42,25.6458,59,NOMINAL,32,"16 bc 15 42 c5 52 4c 6d a7 10 f5 2c 40 dc 42 bf 18 68 7d 26 4e 8f 0c 67 d7 00 01 97 4c 44 c5 d8"
1787253049816,42,26.6734,58,NOMINAL,32,"05 9f 20 81 ee cd c1 41 37 5c 3b d9 94 eb c0 f7 aa ae c8 bd 18 64 b7 37 5d 83 e8 11 8a 8a b1 d6"
1787253050016,42,19.9888,57,NOMINAL,32,"0a 8a e2 68 8c af e2 74 91 78 a0 a7 6e b5 44 f5 60 3f 10 64 ca 7f bb 86 0f 6e 2d 14 a1 d5 c7 6f"
1787253050216,42,22.1249,56,NOMINAL,32,"f4 65 90 ab 52 a4 e0 26 49 7d 80 a0 0e 4c 2e 30 31 51 7b a6 d7 7f 59 91 b5 34 e7 83 86 0c e6 07"
1787253050416,42,24.1227,55,NOMINAL,32,"63 aa 41 73 fd c3 5d 42 e3 1c 9f 8d 49 a2 0a 49 3b 71 24 b9 99 0d 50 a1 61 6c b7 21 e4 11 be 29"
1787253050616,42,21.5023,54,NOMINAL,32,"de c8 88 68 83 e9 2a 55 8f 0b 22 65 4a 9f 3f dc bc 4d 73 98 6a bb 67 ec 00 7a 77 4a 53 99 99 80"
1787253050816,42,20.9945,53,NOMINAL,32,"ef 37 a7 fe af 96 f4 a9 e7 c9 1c 91 d4 b9 a7 84 dd 15 72 20 d2 9b 6e 6a a9 f9 db 7d be b6 df d4"
1787253051016,42,27.3531,52,NOMINAL,32,"0c 92 27 9b 70 32 f1 15 0f 64 83 bd 05 f4 11 47 1f 61 21 a3 61 64 2a c4 c0 c8 90 10 32 e7 96 65"
1787253051216,42,19.4037,51,NOMINAL,32,"87 37 e7 88 61 cc 8c 1a 14 ef e0 d6 c6 1b 1f e1 1e d0 97 36 50 76 8b 93 a0 94 4f 9e 3c a3 96 f7"
1787253051416,42,25.8142,50,NOMINAL,32,"37 7a e5 59 6d 74 bf 3d 12 d7 f7 d7 5b 91 3b d7 6c 6d c3 c9 69 47 7d 5e 33 15 ef 48 4d 0d d9 de"
1787253051616,42,19.1003,49,NOMINAL,32,"62 0f 8c da c2 bf fa e4 9b 60 d7 e8 7d 8e d0 1f 98 e2 c5 2b b5 71 4b 96 42 95 da f2 0a 8b 18 7e"
1787253051816,42,15.4223,48,NOMINAL,32,"70 ad 4c 7a 75 c1 4e d2 7e 92 8d 74 66 b3 19 48 ad 9e 10 9e a0 44 f0 64 31 f1 c8 ac 5c 35 21 fe"
1787253052016,42,17.0432,47,NOMINAL,32,"e7 43 f9 c1 91 14 ce ee 2b 57 4d 5f c7 38 5c 01 6b 53 95 2d 75 c5 3a 64 13 c8 d8 28 ed 9b ef 7e"
1787253052216,42,22.6046,46,NOMINAL,32,"ac 4f 02 01 82 2e 04 87 88 68 88 41 81 72 8b bb ee e8 8b 40 cb 9a 7c 3a 21 e5 7f c6 24 2f 87 60"
1787253052416,42,23.5689,45,NOMINAL,32,"59 19 8a 23 da f5 c2 9f 1c 69 63 e3 e4 5b 7c cc 15 e9 57 cf 81 4e a8 c8 27 8f ba 0d 6b 82 21 64"
1787253052616,42,19.2319,44,NOMINAL,32,"95 5c 70 37 ca 4c 9e bc a9 4f f4 3f 3c d1 64 90 0f 2d df 88 8b 75 03 3f cf 0b c1 3d 05 dc 27 5b"
1787253052816,42,25.9525,43,NOMINAL,32,"c5 29 22 76 ee be 9c e1 b1 7b 42 d3 f2 d6 2d 16 a5 a6 b6 dc 2b 75 72 68 49 1c fc 86 86 17 a6 29"
1787253053016,42,19.8629,42,NOMINAL,32,"7e df 35 20 2e 18 0f 41 5e 45 c7 c2 15 13 ff 83 22 7f 92 5c a9 53 bf f9 5f 93 c1 9c 6e 53 c9 21"
1787253053216,42,21.886,41,NOMINAL,32,"e5 82 c2 52 54 47 42 28 3a 44 55 c3 91 41 56 aa 57 75 ea ef 9e 67 22 e8 7c f7 fb 5b 5c b3 77 de"
1787253053416,42,22.733,40,NOMINAL,32,"57 8c 98 3e af 45 37 f8 75 73 f2 15 90 27 9b ea c5 79 a3 c0 49 66 6c 8a f3 d5 64 72 53 3f c9 c3"
1787253053616,42,24.5461,39,NOMINAL,32,"b9 a1 b0 bd 8d b5 ea 9b 2f 16 e7 c7 81 fd fc a8 54 1e 36 97 dc eb c8 2c 04 17 5e 60 a9 44 ab 01"
1787253053816,42,18.2679,38,NOMINAL,32,"16 0b 7a 7d f9 56 6c c2 59 cd 66 3d 7f 91 61 18 e4 02 39 27 e9 b1 0a 0d 3f 04 4b a3 94 7a 19 da"
1787253054016,42,20.7739,37,NOMINAL,32,"e9 af 7e 13 14 a6 e6 7b a8 a5 a2 17 29 88 90 a8 30 f4 04 ee fb f2 25 22 b5 4d 9c 16 bb cd f1 ad"
1787253054216,42,25.3127,36,NOMINAL,32,"fd 54 ac cc 7e cc e9 54 d7 04 aa 70 d2 78 3f 75 16 62 2c b4 96 70 e3 d3 4b 38 2a 4e dc 20 df 5f"
1787253054416,42,25.2698,35,NOMINAL,32,"32 44 93 81 c3 98 e4 58 b3 30 da 7b 44 0f a2 56 e5 e4 b1 f1 bc 2a c3 d0 20 de 21 84 e4 25 9b 14"
1787253054616,42,19.9983,34,NOMINAL,32,"6b d2 a8 96 26 85 ac c3 28 91 b3 02 d0 e9 81 81 df 72 50 1b 08 d2 14 8e e4 a4 a4 a6 d4 2f 1a 5f"
1787253054816,42,25.5806,33,WARNING,32,"bb e7 eb 3d d5 d4 ea cc d9 59 ab ce 7d 8d f3 21 a4 22 2d 5c cc b2 aa 81 bd 96 85 e9 e9 25 02 15"
1787253055016,42,18.1511,32,NOMINAL,32,"95 86 c6 4e 3b 33 27 01 a9 bf 6f a1 67 3a 57 3c 53 99 f9 df 72 88 6e 93 e5 70 59 2b 80 18 dc 54"
1787253055216,42,22.5557,31,CRITICAL,32,"bb 63 45 47 f1 00 e7 f8 aa 8c 9b f7 9a be d3 1c 0b a4 f5 68 a6 87 73 f6 e5 5d c8 a6 81 13 b5 29"
1787253055416,42,23.1955,30,NOMINAL,32,"da 95 4f a0 98 bc 83 fd b6 5d 8f 90 9a 22 75 58 3e 31 b8 56 2a da 3d 02 de a9 47 25 c3 39 dd ab"
1787253055616,42,24.7598,29,NOMINAL,32,"ba 6c 6c bc e8 9a ba dd 0c d7 11 a4 98 ee 7a 9d 1e 05 cd 20 94 94 5e 36 3f e2 8a d1 f8 fc a9 ae"
1787253055816,42,14.4176,28,NOMINAL,32,"3a ee 35 40 0c 84 17 5b dd 1b e7 00 39 10 e5 92 23 89 c4 b1 b0 c7 ba 05 f5 33 06 c2 85 1d f4 18"
1787253056016,42,26.3764,27,NOMINAL,32,"5f 54 22 26 b5 d2 15 6a e7 c7 50 38 e1 05 f2 c0 4f ad ba 00 c1 42 cb c4 99 b8 5a 3d 51 a3 6c a3"
1787253056216,42,20.1436,26,NOMINAL,32,"d9 8f 71 1f 0a 9b 15 1f b9 1c d2 3b 8f 07 70 0e ed a1 70 56 d4 c9 13 d0 ae 9e b1 6a 02 60 a5 93"
1787253056416,42,22.3872,25,NOMINAL,32,"0c 2d 3c 00 3d d4 0f c2 2d 8e b7 15 7f 7f 2c d4 a1 7e 40 81 6d a4 81 d9 4d 3d d8 5c cd 4a af 90"
1787253056616,42,15.6737,24,NOMINAL,32,"eb 1b 41 03 6d be 56 fe ff d2 de 9e 09 0c ed c8 81 42 8b c7 0c 63 ab fb d0 48 aa 61 e0 2d d4 20"
1787253056816,42,20.5651,23,NOMINAL,32,"37 7d 2f c1 2f ee fc 62 17 bc 44 96 96 1e bc 81 6f 6c 64 70 cc bd cd 9e 67 79 cd 23 10 ec 8c f7"
1787253057016,42,23.0685,22,NOMINAL,32,"96 53 b6 ef f8 8e 2a 47 b4 5a 51 43 e4 72 8a 83 86 6a 69 c5 d6 73 b3 67 02 3b e2 0a 37 a4 19 7b"
1787253057216,42,26.0637,21,NOMINAL,32,"16 19 ed e0 fa 3b 6b 6f fe 26 09 25 53 fa d5 ac f5 0f 72 bb 57 7b 34 be 11 ef 1d 4a 7a 98 ea 9f"
1787253057416,42,21.9646,20,NOMINAL,32,"2c e8 cb 17 8d 2b d9 4b c2 66 53 55 dd 1f ee 84 dd 42 29 71 d3 1a 81 43 8a 09 b8 41 6a c1 9e ae"
1787253057616,42,29.5639,19,NOMINAL,32,"9f 4b b1 60 ec dc b6 d5 4f 17 bd 05 f2 fd 2c 5a 82 fe 2d 25 38 72 35 8b 16 5b 60 28 54 fd dc bc"
1787253057816,42,21.6468,18,NOMINAL,32,"fd 58 87 48 c6 6e 7b 7a 61 aa 1e dc 94 4c 6d c3 94 0a 0e 47 48 3b f3 35 1f b3 5b aa 44 22 18 ea"
1787253058016,42,18.1214,17,NOMINAL,32,"45 5c d9 49 c3 6a 85 4e 1f a1 0e 74 7a a8 48 c2 c9 ad 66 8b 5e 8e 2d b5 09 9f ed 0e e8 28 15 eb"
1787253058216,42,29.0442,16,NOMINAL,32,"19 bb 23 5a 88 5b e5 22 cf 97 9d 21 bc ec c0 21 06 43 db 99 7c c7 e4 5d c6 f1 07 7e 76 9f 2f 7b"
1787253058416,42,18.0509,15,NOMINAL,32,"ab 7c 71 9b 7e f7 ee 42 35 0c a6 13 32 8d 3d c5 54 42 24 ca db b9 f1 b3 20 9d f7 d7 ec 7c 79 97"
1787253058616,42,21.9724,14,NOMINAL,32,"c6 30 50 e7 df 94 64 cc b8 1e 95 a2 db 00 09 48 24 f1 da dc 57 33 fd 10 45 6a 91 cd 89 4a 9b b4"
1787253058816,42,20.0502,13,NOMINAL,32,"13 f5 a2 98 00 58 58 d8 06 7e 45 f5 9e 2f 1f 36 c4 28 75 6b de 3a 0c e4 70 ba 50 09 b0 e7 c7 18"
1787253059016,42,19.4969,12,NOMINAL,32,"b2 ef 47 90 56 c4 39 0c 2f e3 fc 31 8a 98 e5 74 0a 5d 98 59 a6 a4 c7 5f d2 d4 3a a9 80 fa a5 2f"
1787253059216,42,21.3839,11,NOMINAL,32,"e0 8c 30 42 ad e9 2c 16 88 1d 30 2e 9d 0e 3f a4 2e e2 2b 8d 1c 36 d7 22 e0 c6 5c 8f 9e dd 96 1b"
1787253059416,42,21.6093,10,NOMINAL,32,"d2 c5 86 cf e0 6e 6b d6 fe 2d da 7d 11 25 86 a6 4c e4 6a 6a ae f1 e5 cc 5a de 6f 89 24 03 90 af"
1787253059618,42,16.733,9,NOMINAL,32,"b6 50 2b 5f 7b b4 ad 13 93 a6 12 33 e8 b4 98 fe 34 e8 c5 a7 18 a7 45 ca 7e ac a1 16 f7 51 28 6b"
1787253059816,42,25.5657,8,NOMINAL,32,"a2 6e da ab 54 73 e8 1f 82 84 18 25 e2 e3 d3 df d8 a7 6f 5d 9d 78 d5 3f 7d b7 ad 14 9a 11 ea 65"
1787253060016,42,25.8019,7,NOMINAL,32,"95 71 b0 d5 9a c2 a1 35 4a 1d 30 f3 1a 3a 75 6e a6 8e 0c 41 fb 12 19 a2 e5 7d 40 a0 43 a1 5e d9"
1787253060216,42,19.9167,6,NOMINAL,32,"81 84 63 44 c9 54 0b 73 4b 88 46 12 9e 66 bd 27 4f bc fb ef 21 b1 7c 7d aa a4 16 26 bf 60 88 97"
1787253060416,42,22.4823,5,NOMINAL,32,"37 26 0e f8 cc db ba 3e 13 76 57 8a 12 3d a0 af c1 2c 9e 95 66 f9 72 64 b8 82 92 d7 a6 6f a4 f7"
1787253060616,42,23.7477,4,WARNING,32,"1a 77 e0 c8 d9 49 76 c5 a3 69 8f 9b b9 bb ef 6a 8d c3 7f 7c 4e c4 6f 86 3a 63 1b e7 f5 d4 91 2f"
1787253060816,42,23.6408,3,NOMINAL,32,"e4 bf cd 29 46 f7 98 b7 e2 6e 15 5b 66 58 3d f1 49 7e a4 1f 0b c1 72 55 3d 09 af 6c 45 2d 8e 46"
1787253061016,42,15.5443,2,NOMINAL,32,"74 3d 7f 26 13 22 42 6e 0b e9 64 76 e0 db 1e 92 bb cb 86 aa 15 54 46 df 60 fa 39 c0 a3 72 e4 a5"
1787253061217,42,16.6346,1,NOMINAL,32,"a9 35 32 32 23 17 09 22 c2 30 56 fc 7d 02 a1 f9 ee 73 ed c7 75 81 f3 ea 47 6f 50 8f 95 b9 fe 3d"
1787253077628,42,23.6249,100,NOMINAL,32,"4a 62 36 5a 18 31 76 61 0c 9e 27 bd f4 df 74 44 f4 55 1c 53 2a 37 e4 6b 5f 92 f5 c7 2a cf 05 54"
1787253077648,42,25.0212,99,NOMINAL,32,"ed a3 7f 43 7b 8c 77 f7 c6 8e 5a ba 6a 21 e9 1d 9d 6a f8 0e a0 0b 42 ef c5 92 0b 58 92 90 41 4d"
1787253077668,42,26.3298,98,NOMINAL,32,"cc 6a 82 bb a8 e2 0e 21 5f 60 f0 ba 90 9c 49 a0 42 df 5b ea f2 73 3b 55 52 ad d0 8f 84 c6 9f 55"
1787253077688,42,23.3445,97,NOMINAL,32,"56 73 bd 15 8c 2c 9e 2d 37 5e 23 c4 6b 23 83 93 29 5a 85 95 58 6d 58 5f 01 ef c7 2a c6 d9 96 49"
1787253077708,42,17.0429,96,NOMINAL,32,"5c 80 c2 e0 00 b2 94 e8 98 e7 68 3c b7 d2 26 bb 29 a9 59 26 b7 3b b5 76 bd 85 23 eb 90 6a fe 94"
1787253077728,42,26.216,95,NOMINAL,32,"93 ad 55 2f a0 f1 61 58 74 74 9b 8f 2d fa 6e b1 46 80 dd 1d 79 0b 47 f7 c8 01 98 44 5b 06 0c 94"
1787253077748,42,30.2916,94,NOMINAL,32,"c3 4e a7 02 2b 98 f7 b0 88 57 d7 40 b4 4d 7c eb 2f 5c 47 06 d6 bb 8a f3 51 da 70 68 d0 3c 27 6d"
1787253077768,42,18.719,93,NOMINAL,32,"e0 15 49 b2 52 43 da 62 09 af 14 1d 15 9e e1 6c a6 7d ea ca 68 88 62 14 51 1c 13 6e 0b d0 95 54"
1787253077788,42,23.6132,92,NOMINAL,32,"b7 7e 4f ba 13 3a 46 46 2e 7e 32 a8 6d 16 02 fc 83 16 23 fd 20 12 ee 77 1e 27 08 4b 46 5e 9c 6c"
1787253077808,42,25.6177,91,NOMINAL,32,"fe a8 05 6b 1a 4c e6 c2 de 89 53 bf f2 1b 29 ed 96 01 5a e9 42 f4 e1 c4 07 8b 27 d7 2e 0e f9 25"
1787253077828,42,25.8695,90,NOMINAL,32,"8f 54 73 1b 99 fb af 40 6d f8 15 ac 54 36 45 bf 7b ea 46 04 90 1e d2 00 01 dd 25 83 08 73 4f 63"
1787253077848,42,19.1957,89,NOMINAL,32,"c7 cd ee 1f 25 ca 9a 8c 91 99 4e 54 c9 96 b2 81 17 a9 1a 63 f6 c3 01 8c 4d 99 68 b8 ff f2 4d 2a"
1787253077868,42,20.5582,88,NOMINAL,32,"95 01 6d 18 fd 0c 2a 87 26 cc d9 18 78 c6 5d 40 6a 93 b9 9c fe 2a 1f a2 16 08 e6 3e 8f c1 bc 3d"
1787253077888,42,24.3162,87,NOMINAL,32,"03 44 fc 1b 29 a4 6e a5 f8 9c 1d ec 1f 85 c0 e6 b3 a5 80 b2 51 60 53 ab 6b cd 78 3f cf c4 6f 06"
1787253077908,42,20.7265,86,NOMINAL,32,"3d a9 0e ec ba 8c 62 20 97 96 73 70 23 da 26 56 02 20 bf 6a 49 fd 37 e5 ea 76 ae dd 86 6a 80 31"
1787253077928,42,18.465,85,NOMINAL,32,"17 35 2f 35 bf 2a d9 18 01 f1 a4 1b f6 e4 a0 55 f7 d5 2e 04 3f 72 c0 34 b6 b7 73 99 be df 72 0e"
1787253077948,42,23.3047,84,NOMINAL,32,"e4 af 6f 53 1c d5 b2 4d fb 42 23 2d 87 a8 9a 21 68 39 23 b9 28 12 c0 c9 44 4c 4e c7 23 5c 4e e7"
1787253077968,42,26.4084,83,NOMINAL,32,"ff 56 a8 90 43 57 86 84 0e b6 ab ba 5e b7 32 b8 ef 07 44 f0 1e d6 7b c8 48 83 7f 3c ef 61 4f b1"
1787253077988,42,19.1992,82,NOMINAL,32,"d5 ef f5 cb cc c6 f6 d2 d8 bd ff 5d 2a 3c 9b 0d 47 7f 83 00 00 0c 33 b4 06 51 ab 1a 25 fd f9 5a"
1787253078008,42,21.6153,81,NOMINAL,32,"91 40 47 b2 57 e2 be 21 1e 74 fd 62 72 5c 8a da ae c2 7b b6 aa c0 5d 06 9e 3d 3f 1b af d2 7b a3"
1787253078028,42,20.6913,80,NOMINAL,32,"ba a7 70 13 9f fe 3b ce a6 05 e7 ee 75 f8 8b 7b 8e 5f cd ca 40 20 c5 57 85 bd ab f0 27 7c db 8b"
1787253078048,42,23.4323,79,NOMINAL,32,"10 27 e3 42 44 e7 09 e6 9f 5f 6f 1e cb 14 48 b0 59 fb ce ef 5d 32 a9 96 39 66 58 46 8b 7a 78 74"
1787253078068,42,15.7426,78,NOMINAL,32,"55 41 ff b5 82 a6 8f cb 43 12 64 57 ac 67 8b 2c 78 7a 10 75 c3 45 9f b1 87 1c 4f 46 78 d8 3a 51"
1787253078089,42,26.6146,77,NOMINAL,32,"fc 5d 37 72 a0 f9 67 7f 81 f9 ce 08 a3 3a 26 0e 2d 2c c7 4d 29 15 29 ec 0f b5 fe 91 2c 9d d4 a6"
1787253078108,42,26.3327,76,WARNING,32,"89 65 89 76 37 3e ae 3b 0e ec dd 76 fe af 72 f3 21 fa 3b 2a 82 5e 4a c4 e6 f3 4f 32 81 91 42 c4"
1787253078130,42,29.7946,75,NOMINAL,32,"d9 87 19 8f 0d cf 2b 2e 12 7b ef bc 42 e1 27 c8 e1 29 f9 1d e1 9a 43 29 70 71 45 f3 f0 ee cf b9"
1787253078148,42,21.8738,74,NOMINAL,32,"67 23 60 5d 09 d9 27 bb ff 90 61 2d 39 e1 7b 03 de d3 5d 72 db eb e8 2b 29 2f ef b7 df fa 1e 0c"
1787253078172,42,24.5975,73,CRITICAL,32,"ea fa 51 4e 50 9d 7a d4 9b a0 ea fc ab 66 68 98 bd 8d 02 40 7e 0e bc fb 02 05 20 50 b1 b8 a5 6f"
1787253078188,42,13.0046,72,NOMINAL,32,"55 f8 85 d1 ac b0 ef 98 8d 62 25 1c 50 e2 a5 d1 29 de 61 96 5d 4e d6 0c 41 12 0a bf a4 47 5c d1"
1787253078208,42,20.2811,71,NOMINAL,32,"31 58 f8 ad 60 ce c2 c9 78 fd 2a 50 8e 56 ff 9c 90 48 dc 67 1a 3b f2 1a 96 06 82 55 d0 a6 4e b7"
1787253078228,42,23.7598,70,NOMINAL,32,"1d 20 39 eb 27 b2 94 25 78 15 02 fe 50 fb 81 e3 d2 f3 4d 28 04 02 9a c2 27 07 c4 aa 27 c5 b6 06"
1787253078248,42,23.833,69,NOMINAL,32,"ff 2a 60 a0 4b 70 33 4f b1 a4 3e 7d 59 1a 5c df d3 ff 51 89 f1 e8 08 e8 fe 34 79 ac 9b f9 5d 20"
1787253078268,42,18.9802,68,NOMINAL,32,"18 c5 12 03 59 37 ca 57 39 f1 b1 1b f9 39 19 82 93 fa 20 c3 76 4c 12 ea a3 0a f5 6c fa 13 71 80"
